Sexo	Nivel de formación alcanzado	Nacionalidad	Periodo	Total
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2015T3	56,14
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2015T2	60,55
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2015T1	62,82
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2014T4	61,60
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2014T3	56,03
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2014T2	57,13
Mujeres	Primera etapa de educación secundaria y similar	Extranjera: Resto del mundo y apátrida	2014T1	56,16
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2022T3	52,91
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2022T2	53,06
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2022T1	53,04
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2021T4	53,06
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2021T3	54,37
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2021T2	54,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2021T1	52,65
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2020T4	53,47
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2020T3	53,11
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2020T2	49,52
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2020T1	53,84
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2019T4	53,80
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2019T3	54,90
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2019T2	55,32
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2019T1	54,44
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2018T4	55,29
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2018T3	55,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2018T2	55,69
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2018T1	55,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2017T4	56,64
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2017T3	57,35
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2017T2	57,29
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2017T1	56,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2016T4	56,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2016T3	57,02
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2016T2	57,06
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2016T1	56,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2015T4	56,38
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2015T3	57,42
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2015T2	58,10
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2015T1	57,67
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2014T4	58,60
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2014T3	59,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2014T2	60,16
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2014T1	60,22
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2022T3	46,64
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2022T2	48,11
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2022T1	47,55
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2021T4	48,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2021T3	48,44
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2021T2	48,58
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2021T1	47,15
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2020T4	46,70
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2020T3	46,92
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2020T2	44,43
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2020T1	48,79
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2019T4	48,42
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2019T3	49,83
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2019T2	49,49
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2019T1	48,74
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2018T4	50,04
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2018T3	50,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2018T2	50,30
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2018T1	49,59
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2017T4	50,54
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2017T3	52,10
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2017T2	51,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2017T1	51,49
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2016T4	50,94
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2016T3	52,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2016T2	51,74
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2016T1	51,73
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2015T4	51,16
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2015T3	52,12
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2015T2	52,69
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2015T1	52,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2014T4	53,66
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2014T3	54,76
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2014T2	55,35
Mujeres	Segunda etapa de educación secundaria, con orientación general	Española	2014T1	55,03
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2022T3	75,75
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2022T2	73,11
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2022T1	74,20
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2021T4	70,02
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2021T3	74,64
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2021T2	71,96
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2021T1	74,03
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2020T4	74,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2020T3	74,08
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2020T2	68,36
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2020T1	70,67
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2019T4	72,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2019T3	76,51
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2019T2	74,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2019T1	74,24
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2018T4	76,76
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2018T3	71,86
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2018T2	72,83
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2018T1	70,94
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2017T4	76,66
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2017T3	77,35
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2017T2	73,76
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2017T1	74,60
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2016T4	75,73
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2016T3	77,62
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2016T2	77,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2016T1	73,70
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2015T4	76,85
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2015T3	75,50
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2015T2	79,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2015T1	78,16
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2014T4	73,71
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2014T3	77,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2014T2	77,61
Mujeres	Segunda etapa de educación secundaria, con orientación general	Doble nacionalidad	2014T1	78,03
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2022T3	65,50
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2022T2	63,59
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2022T1	64,19
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2021T4	64,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2021T3	67,79
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2021T2	67,05
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2021T1	64,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2020T4	69,02
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2020T3	66,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2020T2	60,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2020T1	65,94
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2019T4	66,20
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2019T3	66,38
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2019T2	70,37
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2019T1	69,03
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2018T4	68,41
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2018T3	68,12
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2018T2	70,14
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2018T1	70,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2017T4	72,71
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2017T3	70,91
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2017T2	72,47
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2017T1	72,15
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2016T4	70,47
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2016T3	69,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2016T2	71,49
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2016T1	72,29
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2015T4	71,33
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2015T3	73,36
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2015T2	74,94
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2015T1	73,75
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2014T4	75,09
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2014T3	73,09
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2014T2	75,40
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Total	2014T1	75,90
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2022T3	68,82
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2022T2	65,81
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2022T1	65,09
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2021T4	61,60
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2021T3	66,34
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2021T2	68,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2021T1	65,86
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2020T4	71,75
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2020T3	68,84
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2020T2	62,50
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2020T1	67,39
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2019T4	64,78
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2019T3	64,14
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2019T2	71,37
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2019T1	70,55
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2018T4	67,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2018T3	67,85
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2018T2	67,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2018T1	69,48
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2017T4	69,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2017T3	64,09
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2017T2	67,35
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2017T1	67,46
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2016T4	65,95
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2016T3	64,04
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2016T2	67,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2016T1	71,87
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2015T4	69,64
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2015T3	75,76
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2015T2	75,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2015T1	73,86
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2014T4	77,29
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2014T3	74,05
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2014T2	72,07
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Unión Europea	2014T1	71,79
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2022T3	35,84
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2022T2	32,56
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2022T1	36,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2021T4	32,38
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2021T3	48,73
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2021T2	55,11
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2021T1	46,91
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2020T4	49,28
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2020T3	38,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2020T2	43,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2020T1	44,99
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2019T4	64,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2019T3	52,27
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2019T2	55,05
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2019T1	51,57
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2018T4	60,75
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2018T3	56,15
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2018T2	60,05
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2018T1	71,12
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2017T4	69,39
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2017T3	67,90
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2017T2	66,38
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2017T1	75,13
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2016T4	66,80
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2016T3	68,81
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2016T2	67,61
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2016T1	70,97
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2015T4	74,60
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2015T3	73,60
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2015T2	70,49
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2015T1	71,20
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2014T4	61,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2014T3	65,69
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2014T2	74,20
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto de Europa	2014T1	65,48
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2022T3	77,21
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2022T2	72,96
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2022T1	74,82
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2021T4	76,92
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2021T3	75,03
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2021T2	74,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2021T1	71,34
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2020T4	77,07
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2020T3	72,83
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2020T2	68,33
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2020T1	77,68
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2019T4	74,22
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2019T3	75,19
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2019T2	76,74
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2019T1	72,76
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2018T4	77,13
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2018T3	74,79
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2018T2	77,94
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2018T1	77,52
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2017T4	82,78
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2017T3	82,65
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2017T2	82,56
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2017T1	81,50
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2016T4	81,71
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2016T3	83,51
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2016T2	83,79
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2016T1	78,09
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2015T4	78,48
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2015T3	78,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2015T2	80,26
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2015T1	78,38
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2014T4	77,70
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2014T3	77,74
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2014T2	83,25
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: América Latina	2014T1	85,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2022T3	46,93
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2022T2	50,63
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2022T1	48,13
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2021T4	55,41
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2021T3	59,62
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2021T2	47,29
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2021T1	48,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2020T4	48,61
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2020T3	54,10
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2020T2	42,75
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2020T1	45,97
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2019T4	52,69
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2019T3	56,78
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2019T2	57,46
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2019T1	59,77
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2018T4	52,23
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2018T3	57,64
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2018T2	62,37
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2018T1	55,73
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2017T4	58,44
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2017T3	64,59
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2017T2	63,22
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2017T1	62,51
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2016T4	58,01
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2016T3	53,80
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2016T2	56,98
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2016T1	62,17
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2015T4	59,69
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2015T3	57,15
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2015T2	62,88
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2015T1	64,15
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2014T4	67,80
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2014T3	60,91
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2014T2	65,35
Mujeres	Segunda etapa de educación secundaria, con orientación general	Extranjera: Resto del mundo y apátrida	2014T1	63,89
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2022T3	68,24
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2022T2	69,31
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2022T1	68,09
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021T4	69,22
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021T3	69,10
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021T2	69,62
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021T1	69,00
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020T4	68,74
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020T3	67,21
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020T2	65,07
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020T1	69,20
